Temperature,Year,Month,Day
1.112197329390411,2022,6,12
-0.059495065347857146,2022,6,13
0.027772145934764705,2022,6,14
-0.33011002637527925,2022,6,15
-0.42027002869955316,2022,6,16
-0.24163649059375722,2022,6,17
0.1374218461739961,2022,6,18
-0.9547896188969248,2022,6,19
0.16539181742090517,2022,6,20
0.5327439125648851,2022,6,21
0.26250964283127054,2022,6,22
-0.06429095310294526,2022,6,23
1.361227671341946,2022,6,24
0.4580770684556643,2022,6,25
1.2243272901935023,2022,6,26
-1.4754564360149545,2022,6,27
0.948565555245908,2022,6,28
-0.8681032556865883,2022,6,29
0.6322563704915835,2022,6,30
-0.5147991304770371,2022,7,1
-0.7275418678433554,2022,7,2
-1.1163487211840186,2022,7,3
-0.47182804883657176,2022,7,4
-2.522938759297656,2022,7,5
-0.7438990152917858,2022,7,6
0.7427023680322727,2022,7,7
-0.15215959403709506,2022,7,8
1.6458315099572896,2022,7,9
-0.9427677654208868,2022,7,10
0.3680103083038723,2022,7,11
-0.20908140246765844,2022,7,12
-2.1275108383597074,2022,7,13
1.0469877481220624,2022,7,14
0.1775863419761097,2022,7,15
1.728141809828953,2022,7,16
-0.38642388745153133,2022,7,17
0.5812565332479089,2022,7,18
2.0553772656027878,2022,7,19
0.7801834220483369,2022,7,20
-1.1313889818755303,2022,7,21
1.4192135515291335,2022,7,22
-0.6060379289450641,2022,7,23
-0.004179931849300958,2022,7,24
0.13793907191475294,2022,7,25
0.12495128985897799,2022,7,26
0.9071683604617709,2022,7,27
1.181970555800913,2022,7,28
0.6150962168677282,2022,7,29
-0.6282207416511495,2022,7,30
-0.3578012803407919,2022,7,31
1.0950543629391072,2022,8,1
-0.11537941052068454,2022,8,2
0.5949876825710445,2022,8,3
0.31761289082935806,2022,8,4
0.4737485345040309,2022,8,5
0.729238028058987,2022,8,6
-1.591537069754223,2022,8,7
0.34475670813152354,2022,8,8
-0.04944889312841006,2022,8,9
0.14817516801830638,2022,8,10
-0.6597976800987783,2022,8,11
-1.3380585260768731,2022,8,12
0.23254915348965213,2022,8,13
-1.4818316935277387,2022,8,14
0.346309237966716,2022,8,15
0.8750558453186723,2022,8,16
0.3113774556582952,2022,8,17
-1.4175464490976115,2022,8,18
0.702978019803489,2022,8,19
0.860347302856364,2022,8,20
0.025239908270982492,2022,8,21
0.40058793536720605,2022,8,22
0.6092317223163529,2022,8,23
1.120103381782101,2022,8,24
-2.2146219953473336,2022,8,25
0.07857735668009547,2022,8,26
2.0951181300177777,2022,8,27
0.47088464281671144,2022,8,28
0.5979628488290083,2022,8,29
-0.4395928033002914,2022,8,30
0.05214300137559724,2022,8,31
0.38021376160786174,2022,9,1
0.13032294226587599,2022,9,2
1.0771060660793008,2022,9,3
2.769516184115669,2022,9,4
0.5471966517183644,2022,9,5
-0.08393039568007402,2022,9,6
1.4553729806838471,2022,9,7
0.2703057561053064,2022,9,8
-0.0999591883663065,2022,9,9
-0.5380833686119898,2022,9,10
-1.3377859173858146,2022,9,11
-0.08464183058043856,2022,9,12
0.7862537537494168,2022,9,13
-0.7984272716328741,2022,9,14
0.1216607260093848,2022,9,15
1.0938522430729005,2022,9,16
-1.0501694778082589,2022,9,17
0.489935721203206,2022,9,18
-0.15272922485697346,2022,9,19
1.7527418194404407,2022,9,20
0.3125683209629008,2022,9,21
-0.38817362226264446,2022,9,22
0.8041942184945172,2022,9,23
-0.33972533919634607,2022,9,24
0.16077415163818123,2022,9,25
-0.09543292180054146,2022,9,26
0.35095668403324815,2022,9,27
0.15029221533699585,2022,9,28
1.4721155845778273,2022,9,29
-0.12918819191125358,2022,9,30
0.8962848000573495,2022,10,1
0.9642662646545512,2022,10,2
0.37311531864645053,2022,10,3
1.2060219888013322,2022,10,4
-1.1882049261275307,2022,10,5
0.47428175709902504,2022,10,6
0.35655494988962005,2022,10,7
0.01495230628407787,2022,10,8
1.5407851177622511,2022,10,9
-0.133344629796247,2022,10,10
1.4428912579370603,2022,10,11
0.15858682844618724,2022,10,12
-0.756185056764928,2022,10,13
0.15769438034323213,2022,10,14
0.13774939649347923,2022,10,15
-1.9580503483470395,2022,10,16
0.39411776778553526,2022,10,17
1.3378394775765916,2022,10,18
1.0072775786823926,2022,10,19
0.4803415509696772,2022,10,20
-0.44132013988277125,2022,10,21
-0.539339991429571,2022,10,22
-0.8518080256140231,2022,10,23
-1.0246448172189786,2022,10,24
1.8095779702489139,2022,10,25
-1.6329642765148344,2022,10,26
1.0085634928252984,2022,10,27
0.462257069698608,2022,10,28
-2.0699977320987712,2022,10,29
0.3705657611882894,2022,10,30
0.5665080579484311,2022,10,31
-1.63355804538348,2022,11,1
0.7961773344700622,2022,11,2
-0.1848438250132267,2022,11,3
-1.314094738226205,2022,11,4
-0.15673355634046754,2022,11,5
-0.8834244881433126,2022,11,6
0.2158723611235866,2022,11,7
-0.7487424157202389,2022,11,8
-2.229602974859599,2022,11,9
-0.07079095355587185,2022,11,10
-0.903918103339814,2022,11,11
1.4291605833452152,2022,11,12
-0.37362318948706114,2022,11,13
-0.45876970373958714,2022,11,14
-0.05004673137362545,2022,11,15
0.13536371589896096,2022,11,16
-0.007742363578014203,2022,11,17
1.3964776279510838,2022,11,18
-0.21927719560660278,2022,11,19
1.2918413014286283,2022,11,20
-0.7192925513747311,2022,11,21
-2.2626043876800446,2022,11,22
-0.593508832172101,2022,11,23
-3.93249162071008,2022,11,24
-1.3930011067715153,2022,11,25
0.14477290290838632,2022,11,26
1.1754418112885214,2022,11,27
0.48998142057997324,2022,11,28
-0.2973361119645216,2022,11,29
0.5906300200446543,2022,11,30
0.85932430660726,2022,12,1
0.33594068051560205,2022,12,2
-0.8941783506301411,2022,12,3
-1.0686726485898528,2022,12,4
-1.145021745453069,2022,12,5
-0.04023108021410709,2022,12,6
0.5937629433868017,2022,12,7
-4.288441218161328,2022,12,8
-0.244417011211781,2022,12,9
-0.41748578408225995,2022,12,10
-1.568282344097922,2022,12,11
-2.0275434732636066,2022,12,12
0.43501483386014295,2022,12,13
1.5506662139407996,2022,12,14
-0.1405311853438464,2022,12,15
-0.2685690284204169,2022,12,16
0.07532764752684146,2022,12,17
1.240281936060208,2022,12,18
0.2382835505583428,2022,12,19
0.04500486124626273,2022,12,20
-0.7851496616717998,2022,12,21
0.33710314318735074,2022,12,22
0.5293291571673482,2022,12,23
-0.9600714993074356,2022,12,24
1.2248832693288985,2022,12,25
-0.5704302651813316,2022,12,26
0.5921638658403439,2022,12,27
-0.053898918928126614,2022,12,28
0.17352958752917266,2022,12,29
0.060274485565607994,2022,12,30
-0.2197308956658045,2022,12,31
