Date,Temperature
2022-05-16,20.6237740242604
2022-05-17,21.919899621482696
2022-05-18,32.4968857103179
2022-05-19,26.662796249964682
2022-05-20,25.846541543987552
2022-05-21,18.519916803428885
2022-05-22,26.8155169319123
2022-05-23,26.767377078733738
2022-05-24,28.731616227035406
2022-05-25,26.33950258344293
2022-05-26,26.151978400251906
2022-05-27,22.38615851363973
2022-05-28,23.552876483202116
2022-05-29,26.752800646681706
2022-05-30,20.863717760196867
2022-05-31,26.654491758928245
2022-06-01,36.500623941596615
2022-06-02,32.11279735866833
2022-06-03,25.644907941892537
2022-06-04,34.20882550110854
2022-06-05,19.98075621118503
2022-06-06,23.21874241085787
2022-06-07,31.057073279770844
2022-06-08,27.156305212791768
2022-06-09,28.828405782393702
2022-06-10,24.542063468446056
2022-06-11,26.447283057781
2022-06-12,30.999382956921462
2022-06-13,24.45140008659519
2022-06-14,24.939091401470876
2022-06-15,22.93907301404694
2022-06-16,22.435215386004728
2022-06-17,23.433505852713623
2022-06-18,25.55186687234289
2022-06-19,19.44806181550806
2022-06-20,25.708176577373614
2022-06-21,27.761117466282062
2022-06-22,26.250917880505874
2022-06-23,24.424598350056357
2022-06-24,32.39108475562982
2022-06-25,27.343843087439897
2022-06-26,31.62601932145382
2022-06-27,16.53832422998952
2022-06-28,30.08492959104582
2022-06-29,19.93250707088497
2022-06-30,28.317241132198355
2022-07-01,21.906941120535453
2022-07-02,20.7180319782412
2022-07-03,18.54519154079104
2022-07-04,22.147084273947332
2022-07-05,10.684487215576844
2022-07-06,20.626620340015414
2022-07-07,28.934466696894518
2022-07-08,23.933545955878973
2022-07-09,33.98158843087016
2022-07-10,19.515245737657057
2022-07-11,26.84050654168084
2022-07-12,23.615439404854904
2022-07-13,12.894329375838375
2022-07-14,30.63496032940951
2022-07-15,25.77632546888971
2022-07-16,34.44157813126543
2022-07-17,22.624363966394892
2022-07-18,28.0322294156756
2022-07-19,36.27032786847707
2022-07-20,29.143928925002424
2022-07-21,18.461139301640628
2022-07-22,32.71513785343226
2022-07-23,21.39705465872971
2022-07-24,24.760527762293098
2022-07-25,25.55475737953213
2022-07-26,25.482175382067055
2022-07-27,29.85358207736102
2022-07-28,31.389309437109485
2022-07-29,28.221341907721207
2022-07-30,21.273086390037868
2022-07-31,22.78432091576731
2022-08-01,30.90357978266361
2022-08-02,24.139091381209408
2022-08-03,28.10896570837627
2022-08-04,26.558861437715205
2022-08-05,27.431422806911
2022-08-06,28.859221463673546
2022-08-07,15.889609597450544
2022-08-08,26.710554195582386
2022-08-09,24.507542947896237
2022-08-10,25.611961627205048
2022-08-11,21.096619210613518
2022-08-12,17.306170095280947
2022-08-13,26.08348419921162
2022-08-14,16.502696212623277
2022-08-15,26.719230481962803
2022-08-16,29.674121836751475
2022-08-17,26.52401481510973
2022-08-18,16.861953199553913
2022-08-19,28.71246785751906
2022-08-20,29.59192339924077
2022-08-21,24.92494003467828
2022-08-22,27.02256605228664
2022-08-23,28.188568280412557
2022-08-24,31.043565795237363
2022-08-25,12.407510167716184
2022-08-26,25.223015451142683
2022-08-27,36.49241900827613
2022-08-28,27.41541799729096
2022-08-29,28.125592374027597
2022-08-30,22.32723039125611
2022-08-31,25.075287509492398
2022-09-01,26.908705331356522
2022-09-02,25.51219476949644
2022-09-03,30.803276033217667
2022-09-04,40.261280977377496
2022-09-05,27.841886351384723
2022-09-06,24.314843661747986
2022-09-07,32.91721420364936
2022-09-08,26.29448632594664
2022-09-09,24.225267028484176
2022-09-10,21.776817554707982
2022-09-11,17.30769356427961
2022-09-12,24.310867819998172
2022-09-13,29.177852869695048
2022-09-14,20.32189011382839
2022-09-15,25.46378612237943
2022-09-16,30.896861756390376
2022-09-17,18.91503310837451
2022-09-18,27.521884622401956
2022-09-19,23.930362583803056
2022-09-20,34.57905486344296
2022-09-21,26.53066994545831
2022-09-22,22.614585603385763
2022-09-23,29.278112849502165
2022-09-24,22.885338003110697
2022-09-25,25.6823708312734
2022-09-26,24.250561991626594
2022-09-27,26.745202654668777
2022-09-28,25.623792709868642
2022-09-29,33.01077995861607
2022-09-30,24.061921243030156
2022-10-01,29.7927594865374
2022-10-02,30.17267273653473
2022-10-03,26.869035804502854
2022-10-04,31.523720458296257
2022-10-05,18.14362437076441
2022-10-06,27.43440271224603
2022-10-07,26.77648846747739
2022-10-08,24.86744794725884
2022-10-09,33.39453846812261
2022-10-10,24.03869306113299
2022-10-11,32.84746030996092
2022-10-12,25.670147013096067
2022-10-13,20.55796000777162
2022-10-14,25.665159582165348
2022-10-15,25.553697381690547
2022-10-16,13.841356420464637
2022-10-17,26.986407631626765
2022-10-18,32.260380235543195
2022-10-19,30.413040727954048
2022-10-20,27.46826776645388
2022-10-21,22.317577200363893
2022-10-22,21.769794939624937
2022-10-23,20.023572684916726
2022-10-24,19.05767723669697
2022-10-25,34.89668271831378
2022-10-26,15.65809436234949
2022-10-27,30.42022703710675
2022-10-28,27.367202952759197
2022-10-29,13.215740384655232
2022-10-30,26.85478764633615
2022-10-31,27.94980781418865
2022-11-01,15.654776095201658
2022-11-02,29.233310630505727
2022-11-03,23.750890691133222
2022-11-04,17.44009131305019
2022-11-05,23.907984445924228
2022-11-06,19.84688462583929
2022-11-07,25.99028623084094
2022-11-08,20.599553079715637
2022-11-09,12.32378922042017
2022-11-10,24.388273208906682
2022-11-11,19.732356408484318
2022-11-12,32.770726670287935
2022-11-13,22.69590044762151
2022-11-14,22.220060611759067
2022-11-15,24.50420193910718
2022-11-16,25.540365046568184
2022-11-17,24.74061917362164
2022-11-18,32.58807853411034
2022-11-19,23.558460389609092
2022-11-20,32.00332021634729
2022-11-21,20.764133141969005
2022-11-22,12.139361390372581
2022-11-23,21.467073301351654
2022-11-24,2.807225203127179
2022-11-25,16.99912442454379
2022-11-26,25.592948126938158
2022-11-27,31.35282366027603
2022-11-28,27.522140012585936
2022-11-29,23.122229473130314
2022-11-30,28.084612986018758
2022-12-01,29.586206402232317
2022-12-02,26.66128597631885
2022-12-03,19.786786849605686
2022-12-04,18.811628455524758
2022-12-05,18.384952835993328
2022-12-06,24.55905653741494
2022-12-07,28.102121274431788
2022-12-08,0.8180069771857683
2022-12-09,23.417966960885725
2022-12-10,22.450775089338734
2022-12-11,16.01956823329678
2022-12-12,13.45299528267576
2022-12-13,27.214960184588378
2022-12-14,33.44975880479778
2022-12-15,23.99853111860127
2022-12-16,23.282993826574902
2022-12-17,25.204854507225484
2022-12-18,31.715181586487258
2022-12-19,26.115530778967585
2022-12-20,25.03539613569603
2022-12-21,20.396091809575854
2022-12-22,26.667782379040407
2022-12-23,27.742034164256857
2022-12-24,19.418544117342186
2022-12-25,31.62912640132494
2022-12-26,21.59604747751415
2022-12-27,28.093184856964584
2022-12-28,24.48267405496845
2022-12-29,25.75365436617798
2022-12-30,25.120730169550306
2022-12-31,23.55592489460267
